"discipline"	"Institutions"	"total_cites"	"avg_cites_per_paper"	"total_top_papers"
"chemistry"	"SOUTHWEST UNIVERSITY OF SCIENCE & TECHNOLOGY - CHINA"	"51487"	"19.62"	"50"
"chemistry"	"TSINGHUA SHENZHEN INTERNATIONAL GRADUATE SCHOOL"	"51421"	"34.19"	"74"
"chemistry"	"NORTHWEST A&F UNIVERSITY - CHINA"	"51300"	"19.72"	"13"
"chemistry"	"JIANGSU UNIVERSITY OF SCIENCE & TECHNOLOGY"	"51224"	"21.04"	"43"
"chemistry"	"NORTH CHINA ELECTRIC POWER UNIVERSITY"	"51172"	"22.42"	"52"
"chemistry"	"LIAOCHENG UNIVERSITY"	"50209"	"17.41"	"32"
"chemistry"	"HAINAN UNIVERSITY"	"49467"	"17.84"	"58"
"chemistry"	"HUAZHONG AGRICULTURAL UNIVERSITY"	"49379"	"24.55"	"33"
"chemistry"	"TIANJIN UNIVERSITY SCIENCE & TECHNOLOGY"	"49273"	"20.37"	"32"
"chemistry"	"FUJIAN NORMAL UNIVERSITY"	"47143"	"18.27"	"46"
"chemistry"	"NORTHEAST FORESTRY UNIVERSITY - CHINA"	"46787"	"21.63"	"30"
"chemistry"	"QINGDAO INSTITUTE OF BIOENERGY & BIOPROCESS TECHNOLOGY, CAS"	"46513"	"27.9"	"37"
"chemistry"	"WENZHOU UNIVERSITY"	"46164"	"22.77"	"62"
"chemistry"	"HARBIN ENGINEERING UNIVERSITY"	"45367"	"19.34"	"21"
"chemistry"	"PEKING UNION MEDICAL COLLEGE"	"44497"	"14.53"	"8"
"chemistry"	"SINOPEC"	"43804"	"15.16"	"26"
"chemistry"	"CHINA NATIONAL PETROLEUM CORPORATION"	"43705"	"11.16"	"14"
"chemistry"	"YANSHAN UNIVERSITY"	"42853"	"18.94"	"34"
"chemistry"	"NORTH UNIVERSITY OF CHINA"	"42804"	"15.36"	"30"
"chemistry"	"YUNNAN UNIVERSITY"	"41915"	"18.24"	"31"
"chemistry"	"GUANGXI NORMAL UNIVERSITY"	"40901"	"18.55"	"16"
"chemistry"	"HANGZHOU NORMAL UNIVERSITY"	"40384"	"17.92"	"48"
"chemistry"	"NANJING AGRICULTURAL UNIVERSITY"	"40298"	"20.3"	"14"
"chemistry"	"JIANGSU NORMAL UNIVERSITY"	"40191"	"24.4"	"34"
"chemistry"	"HUNAN NORMAL UNIVERSITY"	"39910"	"19.97"	"18"
"chemistry"	"HEBEI UNIVERSITY"	"38726"	"15.31"	"23"
"chemistry"	"SHENZHEN INSTITUTE OF ADVANCED TECHNOLOGY, CAS"	"38482"	"24.57"	"53"
"chemistry"	"PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL (PKU SHENZHEN)"	"38424"	"25.75"	"32"
"chemistry"	"YANTAI UNIVERSITY"	"37685"	"16.6"	"23"
"chemistry"	"SHENYANG PHARMACEUTICAL UNIVERSITY"	"37415"	"14.32"	"11"
"chemistry"	"SHIHEZI UNIVERSITY"	"37372"	"17.23"	"21"
"chemistry"	"BEIJING TECHNOLOGY & BUSINESS UNIVERSITY"	"37135"	"18.07"	"18"
"chemistry"	"SOUTH CENTRAL MINZU UNIVERSITY"	"36824"	"23.29"	"29"
"chemistry"	"FUJIAN AGRICULTURE & FORESTRY UNIVERSITY"	"36626"	"21.58"	"18"
"chemistry"	"SHANDONG UNIVERSITY OF TECHNOLOGY"	"36619"	"15.35"	"24"
"chemistry"	"HUAQIAO UNIVERSITY"	"36577"	"22.25"	"15"
"chemistry"	"SOUTHWEST JIAOTONG UNIVERSITY"	"35815"	"17.42"	"27"
"chemistry"	"XINJIANG UNIVERSITY"	"35373"	"12.87"	"23"
"chemistry"	"XINJIANG TECHNICAL INSTITUTE OF PHYSICS & CHEMISTRY, CAS"	"35263"	"30.58"	"38"
"chemistry"	"JIANGXI UNIVERSITY OF SCIENCE & TECHNOLOGY"	"34818"	"17.77"	"31"
"chemistry"	"WUHAN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"34283"	"17.71"	"19"
"chemistry"	"ZHENGZHOU UNIVERSITY OF LIGHT INDUSTRY"	"34053"	"24.8"	"27"
"chemistry"	"CHANGSHA UNIVERSITY OF SCIENCE & TECHNOLOGY"	"33918"	"25.29"	"25"
"chemistry"	"HUNAN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"33692"	"21.31"	"18"
"chemistry"	"CHENGDU UNIVERSITY"	"32702"	"20.22"	"57"
"chemistry"	"QINGDAO AGRICULTURAL UNIVERSITY"	"32220"	"26.13"	"26"
"chemistry"	"NINGXIA UNIVERSITY"	"32073"	"16.13"	"18"
"chemistry"	"SUZHOU UNIVERSITY OF SCIENCE & TECHNOLOGY"	"31867"	"17.78"	"42"
"chemistry"	"HANGZHOU DIANZI UNIVERSITY"	"31842"	"19.11"	"21"
"chemistry"	"SHANGHAI NORMAL UNIVERSITY"	"31557"	"25.03"	"15"
"chemistry"	"NANCHANG HANGKONG UNIVERSITY"	"31471"	"26.83"	"43"
"chemistry"	"HENAN POLYTECHNIC UNIVERSITY"	"31394"	"16.82"	"33"
"chemistry"	"LANZHOU JIAOTONG UNIVERSITY"	"30812"	"20.62"	"28"
"chemistry"	"GUILIN UNIVERSITY OF TECHNOLOGY"	"30502"	"15.3"	"9"
"chemistry"	"SUZHOU INSTITUTE OF NANO-TECH & NANO-BIONICS, CAS"	"30493"	"33.96"	"28"
"chemistry"	"SHANGHAI INSTITUTE OF TECHNOLOGY"	"29798"	"14.94"	"8"
"chemistry"	"RENMIN UNIVERSITY OF CHINA"	"29784"	"24.99"	"18"
"chemistry"	"SOUTHERN MEDICAL UNIVERSITY - CHINA"	"29606"	"17.03"	"9"
"chemistry"	"JIAXING UNIVERSITY"	"29454"	"17.97"	"23"
"chemistry"	"TJU-NUS JOINT INSTITUTE"	"29011"	"44.29"	"58"
"chemistry"	"CAPITAL NORMAL UNIVERSITY"	"28953"	"21.7"	"19"
"chemistry"	"NANJING MEDICAL UNIVERSITY"	"28628"	"16.53"	"12"
"chemistry"	"NANJING UNIVERSITY OF CHINESE MEDICINE"	"28389"	"14.09"	"14"
"chemistry"	"KEY LABORATORY FOR BIOLOGICAL EFFECTS OF NANOMATERIALS & NANOSAFETY, CAS"	"28378"	"38.35"	"28"
"chemistry"	"CHINESE ACADEMY OF FORESTRY"	"28185"	"21.6"	"8"
"chemistry"	"LAOSHAN LABORATORY"	"28179"	"18.17"	"22"
"chemistry"	"UNIVERSITY OF SOUTH CHINA"	"28152"	"14.63"	"37"
"chemistry"	"CHINA JILIANG UNIVERSITY"	"28009"	"16.03"	"21"
"chemistry"	"SHANGHAI INSTITUTE OF MICROSYSTEM & INFORMATION TECHNOLOGY, CAS"	"28003"	"30.98"	"29"
"chemistry"	"HUNAN AGRICULTURAL UNIVERSITY"	"27930"	"25.65"	"20"
"chemistry"	"HOHAI UNIVERSITY"	"27870"	"20.85"	"33"
"chemistry"	"CHINA THREE GORGES UNIVERSITY"	"27858"	"21.17"	"30"
"chemistry"	"SHANGHAI INSTITUTE OF POLLUTION CONTROL & ECOLOGICAL SECURITY"	"27825"	"25.18"	"24"
"chemistry"	"NANJING UNIVERSITY OF INFORMATION SCIENCE & TECHNOLOGY"	"27709"	"19.2"	"23"
"chemistry"	"CAS CENTER FOR EXCELLENCE IN QUANTUM INFORMATION & QUANTUM PHYSICS"	"27614"	"45.19"	"28"
"chemistry"	"INNER MONGOLIA UNIVERSITY"	"27327"	"18.99"	"41"
"chemistry"	"HARBIN NORMAL UNIVERSITY"	"27210"	"28.34"	"26"
"chemistry"	"TAIZHOU UNIVERSITY"	"27128"	"21.06"	"51"
"chemistry"	"ANHUI UNIVERSITY OF TECHNOLOGY"	"27119"	"16.11"	"24"
"chemistry"	"WUHAN TEXTILE UNIVERSITY"	"26825"	"17.13"	"35"
"chemistry"	"HENAN UNIVERSITY OF TECHNOLOGY"	"26393"	"15.3"	"13"
"chemistry"	"CHONGQING TECHNOLOGY & BUSINESS UNIVERSITY"	"26216"	"35.52"	"22"
"chemistry"	"LANZHOU UNIVERSITY OF TECHNOLOGY"	"26047"	"14.02"	"17"
"chemistry"	"DALIAN POLYTECHNIC UNIVERSITY"	"25880"	"18.2"	"10"
"chemistry"	"CHANGCHUN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"25827"	"12.84"	"12"
"chemistry"	"SICHUAN NORMAL UNIVERSITY"	"25718"	"21.81"	"27"
"chemistry"	"NANTONG UNIVERSITY"	"25628"	"14.37"	"19"
"chemistry"	"LUOYANG NORMAL UNIVERSITY"	"25471"	"18.28"	"23"
"chemistry"	"WENZHOU MEDICAL UNIVERSITY"	"25224"	"16.62"	"24"
"chemistry"	"EAST CHINA UNIVERSITY OF TECHNOLOGY"	"25111"	"15.81"	"18"
"chemistry"	"ZHEJIANG A&F UNIVERSITY"	"25107"	"21.85"	"23"
"chemistry"	"TIANJIN NORMAL UNIVERSITY"	"24955"	"19.04"	"11"
"chemistry"	"SHENZHEN RESEARCH INSTITUTE, THE HONG KONG UNIVERSITY OF SCIENCE & TECHNOLOGY"	"24674"	"99.09"	"14"
"chemistry"	"LIAONING UNIVERSITY"	"24538"	"17.33"	"9"
"chemistry"	"SHANTOU UNIVERSITY"	"24537"	"21.43"	"19"
"chemistry"	"SHANGHAI UNIVERSITY OF ENGINEERING SCIENCE"	"24364"	"14.74"	"11"
"chemistry"	"DONGGUAN UNIVERSITY OF TECHNOLOGY"	"23983"	"20.64"	"18"
"chemistry"	"NANYANG NORMAL COLLEGE"	"23662"	"26.38"	"15"
"chemistry"	"THE CHINESE UNIVERSITY OF HONG KONG, SHENZHEN"	"23645"	"21.69"	"49"
"chemistry"	"SHANDONG AGRICULTURAL UNIVERSITY"	"23511"	"20.84"	"9"
"chemistry"	"YANTAI INSTITUTE OF COASTAL ZONE RESEARCH, CAS"	"23156"	"38.72"	"17"
"chemistry"	"HUAIBEI NORMAL UNIVERSITY"	"23012"	"25.01"	"24"
"chemistry"	"YANCHENG INSTITUTE OF TECHNOLOGY"	"22994"	"15.97"	"15"
"chemistry"	"INSTITUTE OF URBAN ENVIRONMENT, CAS"	"22768"	"30"	"13"
"chemistry"	"BEIJING JIAOTONG UNIVERSITY"	"22552"	"18.84"	"24"
"chemistry"	"SICHUAN AGRICULTURAL UNIVERSITY"	"22474"	"18.84"	"5"
"chemistry"	"JIANGXI SCIENCE & TECHNOLOGY NORMAL UNIVERSITY"	"21988"	"16.13"	"11"
"chemistry"	"BEIJING COMPUTATIONAL SCIENCE RESEARCH CENTER (CSRC)"	"21807"	"38.33"	"18"
"chemistry"	"NORTH CHINA UNIVERSITY OF SCIENCE & TECHNOLOGY"	"21769"	"18.01"	"15"
"chemistry"	"JILIN NORMAL UNIVERSITY"	"21739"	"18"	"13"
"chemistry"	"XINYANG NORMAL UNIVERSITY"	"21365"	"24.01"	"11"
"chemistry"	"INNOVATION ACADEMY FOR PRECISION MEASUREMENT SCIENCE & TECHNOLOGY, CAS"	"21232"	"21.91"	"19"
"chemistry"	"XI'AN UNIVERSITY OF ARCHITECTURE & TECHNOLOGY"	"21224"	"15.73"	"16"
"chemistry"	"GUANGDONG PHARMACEUTICAL UNIVERSITY"	"21208"	"14.86"	"1"
"chemistry"	"CHINA WEST NORMAL UNIVERSITY"	"21166"	"23.73"	"13"
"chemistry"	"NAVAL MEDICAL UNIVERSITY"	"21035"	"19"	"12"
"chemistry"	"HARBIN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"20964"	"17.71"	"24"
"chemistry"	"NORTHEAST AGRICULTURAL UNIVERSITY - CHINA"	"20892"	"17.99"	"17"
"chemistry"	"FUJIAN MEDICAL UNIVERSITY"	"20811"	"16.5"	"19"
"chemistry"	"ANHUI AGRICULTURAL UNIVERSITY"	"20790"	"20.62"	"14"
"chemistry"	"LINYI UNIVERSITY"	"20706"	"17.73"	"17"
"chemistry"	"WUYI UNIVERSITY"	"20555"	"17.49"	"11"
"chemistry"	"CHONGQING MEDICAL UNIVERSITY"	"20427"	"14.89"	"5"
"chemistry"	"CHANG'AN UNIVERSITY"	"20380"	"17"	"21"
"chemistry"	"CHANGCHUN UNIVERSITY OF TECHNOLOGY"	"20254"	"13.85"	"4"
"chemistry"	"GUANGZHOU INSTITUTE OF ENERGY CONVERSION, CAS"	"20040"	"20.7"	"6"
"chemistry"	"COLLABORATIVE INNOVATION CENTER OF QUANTUM MATTER"	"19991"	"52.47"	"25"
"chemistry"	"SICHUAN UNIVERSITY OF SCIENCE & ENGINEERING"	"19822"	"12.86"	"9"
"chemistry"	"WESTLAKE UNIVERSITY"	"19626"	"20.77"	"43"
"chemistry"	"XI'AN UNIVERSITY OF TECHNOLOGY"	"19593"	"15.97"	"18"
"chemistry"	"GUANGDONG ACADEMY OF SCIENCES"	"19517"	"17.11"	"4"
"chemistry"	"CHENGDU UNIVERSITY OF TECHNOLOGY"	"19506"	"11.95"	"14"
"chemistry"	"JISHOU UNIVERSITY"	"19389"	"39.17"	"39"
"chemistry"	"XI'AN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"19325"	"14.01"	"18"
"chemistry"	"ANHUI UNIVERSITY OF SCIENCE & TECHNOLOGY"	"19097"	"12.12"	"11"
"chemistry"	"HAIHE LABORATORY OF SUSTAINABLE CHEMICAL TRANSFORMATIONS"	"18833"	"17.06"	"71"
"chemistry"	"SHANGHAI UNIVERSITY OF ELECTRIC POWER"	"18795"	"21.36"	"12"
"chemistry"	"HEBEI UNIVERSITY OF SCIENCE & TECHNOLOGY"	"18759"	"15.4"	"9"
"chemistry"	"SHANXI NORMAL UNIVERSITY"	"18731"	"14.63"	"7"
"chemistry"	"LIAONING PETROCHEMICAL UNIVERSITY"	"18704"	"14.2"	"8"
"chemistry"	"SHANDONG FIRST MEDICAL UNIVERSITY & SHANDONG ACADEMY OF MEDICAL SCIENCES"	"18492"	"14.63"	"11"
"chemistry"	"HEBEI NORMAL UNIVERSITY"	"18219"	"15.52"	"16"
"chemistry"	"XIDIAN UNIVERSITY"	"18190"	"14.02"	"15"
"chemistry"	"GUANGZHOU MEDICAL UNIVERSITY"	"18040"	"18.6"	"16"
"chemistry"	"ARMY MEDICAL UNIVERSITY"	"17985"	"24.37"	"8"
"chemistry"	"HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"17899"	"13.4"	"12"
"chemistry"	"SHENYANG UNIVERSITY OF CHEMICAL TECHNOLOGY"	"17734"	"12.14"	"3"
"chemistry"	"GUILIN UNIVERSITY OF ELECTRONIC TECHNOLOGY"	"17616"	"15.4"	"11"
"chemistry"	"HUNAN UNIVERSITY OF TECHNOLOGY"	"17584"	"22.9"	"18"
"chemistry"	"CENTRAL SOUTH UNIVERSITY OF FORESTRY & TECHNOLOGY"	"17560"	"19.77"	"13"
"chemistry"	"HEBEI AGRICULTURAL UNIVERSITY"	"17490"	"18.41"	"13"
"chemistry"	"NORTH MINZU UNIVERSITY"	"17447"	"21.15"	"29"
"chemistry"	"HUBEI UNIVERSITY OF TECHNOLOGY"	"17312"	"14.67"	"10"
"chemistry"	"FOSHAN UNIVERSITY"	"17174"	"19.52"	"12"
"chemistry"	"CHANGCHUN INSTITUTE OF OPTICS, FINE MECHANICS & PHYSICS, CAS"	"17078"	"17.79"	"5"
"chemistry"	"CAPITAL MEDICAL UNIVERSITY"	"16949"	"14.65"	"9"
"chemistry"	"SHAOXING UNIVERSITY"	"16745"	"17.12"	"22"
"chemistry"	"SHENZHEN RESEARCH INSTITUTE, CITY UNIVERSITY OF HONG KONG"	"16706"	"36.4"	"29"
"chemistry"	"SHANGHAI UNIVERSITY OF TRADITIONAL CHINESE MEDICINE"	"16322"	"14.84"	"8"
"chemistry"	"INSTITUTE OF CHEMICAL INDUSTRY OF FOREST PRODUCTS, CAF"	"16309"	"22.97"	"4"
"chemistry"	"YANGTZE UNIVERSITY"	"16227"	"11.17"	"6"
"chemistry"	"ZHEJIANG OCEAN UNIVERSITY"	"16220"	"26.59"	"39"
"chemistry"	"NATIONAL UNIVERSITY OF DEFENSE TECHNOLOGY - CHINA"	"16056"	"13.09"	"12"
"chemistry"	"ACADEMY OF MILITARY MEDICAL SCIENCES - CHINA"	"15971"	"19.06"	"3"
"chemistry"	"GANNAN NORMAL UNIVERSITY"	"15882"	"22.06"	"16"
"chemistry"	"QINGDAO UNIVERSITY OF TECHNOLOGY"	"15575"	"20.23"	"18"
"chemistry"	"HENAN AGRICULTURAL UNIVERSITY"	"15225"	"14.61"	"5"
"chemistry"	"ANYANG NORMAL UNIVERSITY"	"15046"	"24.83"	"6"
"chemistry"	"YANGTZE NORMAL UNIVERSITY"	"15033"	"18.47"	"8"
"chemistry"	"XI'AN TECHNOLOGICAL UNIVERSITY"	"15004"	"17.82"	"17"
"chemistry"	"INSTITUTE OF SEMICONDUCTORS, CAS"	"14933"	"29.93"	"14"
"chemistry"	"TIANJIN MEDICAL UNIVERSITY"	"14907"	"15.89"	"7"
"chemistry"	"BOHAI UNIVERSITY"	"14877"	"14.51"	"9"
"chemistry"	"CHONGQING UNIVERSITY OF TECHNOLOGY"	"14798"	"16.02"	"22"
"chemistry"	"CHONGQING UNIVERSITY OF ARTS & SCIENCES"	"14788"	"17.52"	"8"
"chemistry"	"LUDONG UNIVERSITY"	"14709"	"14.36"	"6"
"chemistry"	"CHENGDU UNIVERSITY OF TRADITIONAL CHINESE MEDICINE"	"14680"	"14.98"	"7"
"chemistry"	"DALIAN MEDICAL UNIVERSITY"	"14561"	"17.33"	"5"
"chemistry"	"CHONGQING NORMAL UNIVERSITY"	"14288"	"18.27"	"19"
"chemistry"	"DALIAN MARITIME UNIVERSITY"	"14258"	"12.7"	"1"
"chemistry"	"JIANGHAN UNIVERSITY"	"14251"	"16.38"	"12"
"chemistry"	"NORTHEAST PETROLEUM UNIVERSITY"	"14213"	"9.83"	"5"
"chemistry"	"ZHEJIANG GONGSHANG UNIVERSITY"	"14196"	"21.19"	"17"
"chemistry"	"NYU SHANGHAI"	"14131"	"27.28"	"7"
"chemistry"	"KUNMING INSTITUTE OF BOTANY, CAS"	"14022"	"16.1"	"2"
"chemistry"	"QIQIHAR UNIVERSITY"	"13987"	"13.01"	"5"
"chemistry"	"CHONGQING INSTITUTE OF GREEN & INTELLIGENT TECHNOLOGY, CAS"	"13931"	"21.24"	"11"
"chemistry"	"YUNNAN NORMAL UNIVERSITY"	"13865"	"14.49"	"9"
"chemistry"	"GUANGDONG UNIVERSITY OF PETROCHEMICAL TECHNOLOGY"	"13743"	"16.72"	"11"
"chemistry"	"UNIVERSITY OF SCIENCE & TECHNOLOGY LIAONING"	"13682"	"14.42"	"7"
"chemistry"	"GUANGZHOU UNIVERSITY OF CHINESE MEDICINE"	"13641"	"14.86"	"1"
"chemistry"	"GUANGDONG MEDICAL UNIVERSITY"	"13493"	"18.64"	"13"
"chemistry"	"ANHUI POLYTECHNIC UNIVERSITY"	"13478"	"15.73"	"10"
"chemistry"	"BEIJING UNIVERSITY OF CHINESE MEDICINE"	"13432"	"14.06"	"1"
"chemistry"	"FUJIAN SCIENCE & TECHNOLOGY INNOVATION LABORATORY FOR OPTOELECTRONIC INFORMATION OF CHINA"	"13249"	"19.95"	"28"
"chemistry"	"SHENZHEN POLYTECHNIC UNIVERSITY"	"13062"	"17.68"	"9"
"chemistry"	"CHINA NATIONAL TOBACCO CORPORATION"	"13060"	"10.29"	"2"
"chemistry"	"HARBIN MEDICAL UNIVERSITY"	"12998"	"19"	"6"
"chemistry"	"INSTITUTE OF OCEANOLOGY, CAS"	"12884"	"19.4"	"2"
"chemistry"	"SHENYANG UNIVERSITY OF TECHNOLOGY"	"12805"	"13.7"	"8"
"chemistry"	"CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES"	"12797"	"22.49"	"10"
"chemistry"	"ZHANGJIANG LABORATORY"	"12782"	"45.65"	"21"
"chemistry"	"YANAN UNIVERSITY"	"12774"	"15.71"	"15"
"chemistry"	"BINZHOU MEDICAL UNIVERSITY"	"12722"	"23.09"	"15"
"chemistry"	"INSTITUTE OF BIOPHYSICS, CAS"	"12709"	"50.84"	"16"
"chemistry"	"XI'AN MODERN CHEMISTRY RESEARCH INSTITUTE"	"12600"	"11.28"	"1"
"chemistry"	"XUZHOU MEDICAL UNIVERSITY"	"12535"	"16.74"	"5"
"chemistry"	"YANBIAN UNIVERSITY"	"12450"	"18.2"	"5"
"chemistry"	"JILIN AGRICULTURAL UNIVERSITY"	"12387"	"13.93"	"3"
"chemistry"	"ANHUI MEDICAL UNIVERSITY"	"12293"	"13.51"	"5"
"chemistry"	"HUAIYIN NORMAL UNIVERSITY"	"12259"	"20.33"	"9"
"chemistry"	"INSTITUTE OF MATERIA MEDICA - CAMS"	"12182"	"17.4"	"0"
"chemistry"	"SOUTHWEST MINZU UNIVERSITY"	"12174"	"17.8"	"6"
"chemistry"	"GUANGXI MINZU UNIVERSITY"	"12020"	"15.31"	"13"
"chemistry"	"LIAONING NORMAL UNIVERSITY"	"11805"	"12.73"	"3"
"chemistry"	"SHANGHAI OCEAN UNIVERSITY"	"11651"	"16.62"	"6"
"chemistry"	"JIANGXI AGRICULTURAL UNIVERSITY"	"11561"	"14.88"	"5"
"chemistry"	"XI'AN SHIYOU UNIVERSITY"	"11361"	"9.75"	"6"
"chemistry"	"NINGBO UNIVERSITY OF TECHNOLOGY"	"11358"	"14.34"	"5"
"chemistry"	"SHENZHEN BAY LABORATORY"	"11209"	"16.53"	"13"
"chemistry"	"HAINAN NORMAL UNIVERSITY"	"11081"	"11.48"	"4"
"chemistry"	"JILIN INSTITUTE OF CHEMICAL TECHNOLOGY"	"11014"	"17.02"	"11"
"chemistry"	"HUBEI NORMAL UNIVERSITY"	"10977"	"17.7"	"15"
"chemistry"	"WUHAN POLYTECHNIC UNIVERSITY"	"10954"	"13.41"	"4"
"chemistry"	"TIANJIN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE"	"10928"	"12.18"	"2"
"chemistry"	"HUZHOU UNIVERSITY"	"10912"	"16.41"	"10"
"chemistry"	"ANHUI JIANZHU UNIVERSITY"	"10837"	"14.04"	"3"
"chemistry"	"GUANGZHOU INSTITUTE OF GEOCHEMISTRY, CAS"	"10807"	"22.51"	"4"
"chemistry"	"MINJIANG UNIVERSITY"	"10754"	"15.34"	"7"
"chemistry"	"SHENYANG NORMAL UNIVERSITY"	"10733"	"18.25"	"10"
"chemistry"	"MINISTRY OF NATURAL RESOURCES OF THE PEOPLE'S REPUBLIC OF CHINA"	"10609"	"11.7"	"5"
"chemistry"	"HUAIYIN INSTITUTE OF TECHNOLOGY"	"10574"	"16.68"	"5"
"chemistry"	"CHINA ACADEMY OF CHINESE MEDICAL SCIENCES"	"10511"	"15.19"	"4"
"chemistry"	"JIANGSU UNIVERSITY OF TECHNOLOGY"	"10482"	"15.6"	"4"
"chemistry"	"TIANJIN INSTITUTE OF INDUSTRIAL BIOTECHNOLOGY, CAS"	"10441"	"21.75"	"8"
"chemistry"	"XIHUA UNIVERSITY"	"10196"	"10.17"	"6"
"chemistry"	"CHONGQING UNIVERSITY OF POSTS & TELECOMMUNICATIONS"	"10150"	"16.29"	"5"
"chemistry"	"JIANGXI UNIVERSITY OF TRADITIONAL CHINESE MEDICINE"	"10047"	"12.91"	"5"
"chemistry"	"JIMEI UNIVERSITY"	"9987"	"14.47"	"4"
"chemistry"	"BEIJING INSTITUTE OF NANOENERGY & NANOSYSTEMS, CAS"	"9983"	"38.1"	"14"
"chemistry"	"QINGHAI INSTITUTE OF SALT LAKES, CAS"	"9976"	"14.5"	"4"
"chemistry"	"SOUTHWEST MEDICAL UNIVERSITY"	"9901"	"15.54"	"3"
"chemistry"	"TIANJIN CHENGJIAN UNIVERSITY"	"9894"	"18.99"	"5"
"chemistry"	"ZUNYI MEDICAL UNIVERSITY"	"9877"	"12.76"	"3"
"chemistry"	"AIR FORCE MEDICAL UNIVERSITY"	"9845"	"16.35"	"5"
"chemistry"	"SONGSHAN LAKE MATERIALS LABORATORY"	"9733"	"17.83"	"18"
"chemistry"	"UNIVERSITY OF NOTTINGHAM NINGBO CHINA"	"9710"	"18.05"	"4"
"chemistry"	"ADVANCED ENERGY SCIENCE & TECHNOLOGY GUANGDONG LABORATORY"	"9642"	"27.24"	"18"
"chemistry"	"HENAN MEDICAL UNIVERSITY"	"9640"	"13.87"	"1"
"chemistry"	"CHINA MEDICAL UNIVERSITY"	"9530"	"13.07"	"3"
"chemistry"	"SHANXI MEDICAL UNIVERSITY"	"9460"	"10.92"	"6"
"chemistry"	"SUZHOU UNIVERSITY OF TECHNOLOGY"	"9437"	"15.2"	"3"
"chemistry"	"MINNAN NORMAL UNIVERSITY"	"9387"	"18.33"	"2"
"chemistry"	"QINGHAI UNIVERSITY"	"9383"	"13.88"	"3"
"chemistry"	"JINING UNIVERSITY"	"9330"	"17.44"	"9"
"chemistry"	"QUANZHOU NORMAL UNIVERSITY"	"9241"	"22.87"	"12"
"chemistry"	"HUANGGANG NORMAL UNIVERSITY"	"9219"	"20.17"	"3"
"chemistry"	"CHENGDU INSTITUTE OF BIOLOGY, CAS"	"9191"	"17.68"	"2"
"chemistry"	"BEIJING UNIVERSITY OF CIVIL ENGINEERING & ARCHITECTURE"	"9161"	"25.45"	"11"
"chemistry"	"NORTHEAST ELECTRIC POWER UNIVERSITY"	"9119"	"12.72"	"11"
"chemistry"	"SHANGQIU NORMAL UNIVERSITY"	"9051"	"16.49"	"7"
"chemistry"	"TONGREN UNIVERSITY"	"9016"	"27.83"	"9"
"chemistry"	"TAIYUAN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"9010"	"14.28"	"25"
"chemistry"	"INSTITUTE OF MEDICINAL PLANT DEVELOPMENT - CAMS"	"8956"	"16.55"	"0"
"chemistry"	"NINGXIA MEDICAL UNIVERSITY"	"8922"	"16.43"	"6"
"chemistry"	"ACADEMY FUNDAMENTAL & INTERDISCIPLINARY SCIENCE"	"8907"	"38.56"	"3"
"chemistry"	"INNER MONGOLIA UNIVERSITY OF TECHNOLOGY"	"8866"	"10.13"	"1"
"chemistry"	"XI'AN POLYTECHNIC UNIVERSITY"	"8798"	"12.92"	"6"
"chemistry"	"SHAANXI UNIVERSITY OF TECHNOLOGY"	"8731"	"13.37"	"12"
"chemistry"	"YUNNAN MINZU UNIVERSITY"	"8692"	"10.77"	"2"
"chemistry"	"CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES"	"8650"	"14.25"	"1"
"chemistry"	"GUIZHOU MEDICAL UNIVERSITY"	"8615"	"8.89"	"1"
"chemistry"	"BEIJING UNIVERSITY OF POSTS & TELECOMMUNICATIONS"	"8540"	"12.73"	"2"
"chemistry"	"STATE GRID CORPORATION OF CHINA"	"8494"	"9.7"	"7"
"chemistry"	"SOUTHWEST FORESTRY UNIVERSITY - CHINA"	"8452"	"15.62"	"4"
"chemistry"	"NANNING NORMAL UNIVERSITY"	"8404"	"18"	"1"
"chemistry"	"ZHONGYUAN UNIVERSITY OF TECHNOLOGY"	"8390"	"13.58"	"4"
"chemistry"	"YANCHENG TEACHERS UNIVERSITY"	"8348"	"13.49"	"4"
"chemistry"	"NANJING INSTITUTE OF SOIL SCIENCE, CAS"	"8317"	"35.85"	"17"
"chemistry"	"CHONGQING UNIVERSITY OF SCIENCE & TECHNOLOGY"	"8265"	"10.2"	"13"
"chemistry"	"ZHEJIANG CHINESE MEDICAL UNIVERSITY"	"8245"	"13.15"	"3"
"chemistry"	"DALIAN MINZU UNIVERSITY"	"8109"	"18.56"	"3"
"chemistry"	"FOSHAN XIANHU LABORATORY"	"7972"	"41.31"	"17"
"chemistry"	"BAOJI UNIVERSITY OF ARTS & SCIENCES"	"7960"	"18.55"	"8"
